id,Title,URL,Description,sentiment,confidence
30,"Proteomics reveal biomarkers for diagnosis, disease activity ... - Nature",https://www.nature.com/articles/s41467-023-42682-9,"Proteomics reveal biomarkers for <b>diagnosis</b>, disease activity and long-term disability outcomes in multiple sclerosis ... The study was funded by the Swedish Foundation for Strategic <b>Research</b> (SB16 ...",neutral,0.9221598505973816
31,"How to use the Surveillance, Epidemiology, and End Results (SEER) data ...",https://mmrjournal.biomedcentral.com/articles/10.1186/s40779-023-00488-2,"Metrics Abstract In the United States (US), the Surveillance, Epidemiology, and End Results (SEER) program is the only comprehensive source of population-based information that includes stage of cancer at the time of <b>diagnosis</b> and patient survival data.",neutral,0.9495062828063965
32,Cerebral Palsy – Early Diagnosis and Intervention Trial: protocol for ...,https://bmcpediatr.biomedcentral.com/articles/10.1186/s12887-023-04312-7,"Recent <b>research</b> has documented that an early-<b>diagnosis</b> set-up can lower <b>diagnostic</b> age in high-risk infants. The aim of the current study is to lower <b>diagnostic</b> age of CP regardless of neonatal risk factors. Additionally, we want to investigate if an early intervention program added to standard care is superior to standard care alone. Methods",neutral,0.6460599899291992
33,Construction and Research of Pediatric Pulmonary Disease Diagnosis and ...,https://link.springer.com/chapter/10.1007/978-981-99-7590-7_11,"Conference paper Construction and <b>Research</b> of Pediatric Pulmonary Disease <b>Diagnosis</b> and Treatment Experience Knowledge Graph Based on Professor Wang Lie’s Experience Qingyu Xie &amp; Wei Su Conference paper First Online: 30 October 2023 Part of the Communications in Computer and Information Science book series (CCIS,volume 1931) Abstract",neutral,0.9353359341621399
34,Assessment Scales in Cerebral Palsy: A Comprehensive Review of ... - Cureus,https://www.cureus.com/articles/195975-assessment-scales-in-cerebral-palsy-a-comprehensive-review-of-tools-and-applications?score_article=true,"Cerebral palsy (CP) is a complex neurological condition characterized by motor dysfunction affecting millions worldwide. This comprehensive review delves into the critical role of assessment in managing CP. Beginning with exploring its definition and background, we elucidate the diverse objectives of CP assessment, ranging from <b>diagnosis</b> and goal setting to <b>research</b> and epidemiology.",neutral,0.9349956512451172
35,Circulating small extracellular vesicle-derived splicing factor 3b ...,https://jeccr.biomedcentral.com/articles/10.1186/s13046-023-02867-y,Background Hepatocellular carcinoma (HCC) accounts for a majority of primary liver cancer cases and related deaths. The purpose of this study was to assess the <b>diagnostic</b> value of splicing factor 3b subunit 4 (SF3B4) as a novel non-invasive biomarker for HCC and determine the association between SF3B4 expression and immune cell infiltration. Methods An enzyme-linked immunosorbent assay (ELISA ...,neutral,0.8485479354858398
36,Hemato | Free Full-Text | The Role of PET in the Diagnosis and Disease ...,https://www.mdpi.com/2673-6357/4/4/26,The role of 18F-fluorodeoxyglucose (FDG) positron emission tomography (18F-FDG PET) in the <b>diagnosis</b> of large vessel vasculitis (LVV) is well established. It permits us to assess the extent and the grade of vascular involvement and to rule out the other causes in clinical scenarios characterized by less specific symptoms. The advantages of 18F-FDG PET are far less clear in monitoring disease ...,neutral,0.8679245710372925
37,miR-3195 suppresses the malignant progression of osteosarcoma cells via ...,https://josr-online.biomedcentral.com/articles/10.1186/s13018-023-04321-3,"Background Osteosarcoma (OS) is a highly invasive primary malignancy of the bone that is common in children and adolescents. MicroRNAs (miRNAs) are novel <b>diagnostic</b> and predictive biomarkers for cancers. The miRNA miR-3195 is aberrantly expressed in multiple types of tumors. However, the expression levels and biological functions of miR-3195 in OS remain unclear. Methods Two Gene Expression ...",neutral,0.9225760698318481
38,Cardiology Spotlight | Bentham Science - LinkedIn,https://www.linkedin.com/pulse/cardiology-spotlight-bentham-science-benthamscience-oexuf,"3,477 followers. Cardiology Spotlight In this issue we cover recent findings on some cardiovascular diseases including polyvascular disease, cardiovascular <b>diagnosis</b> with AI, heart regrowth and ...",neutral,0.927129328250885
39,Scent detection of Brucella abortus by African giant pouched rats ...,https://bmcvetres.biomedcentral.com/articles/10.1186/s12917-023-03786-y,"Brucellosis is a contagious zoonosis caused by bacteria of the genus Brucella. While the disease has been eradicated in most developed countries, it remains endemic in sub–Saharan Africa where access to reliable <b>diagnostics</b> is limited. African giant pouched rats (Cricetomys ansorgei) have been trained to detect the scent of Mycobacterium tuberculosis to increase case detection in sub-Saharan ...",neutral,0.7774197459220886
40,Navigating The Biotech Landscape: Insights Into Clinical Trials ...,https://novotech-cro.com/whitepapers/navigating-biotech-landscape-insights-clinical-trials-funding-trends-challenges,"October 30, 2023 Home / Whitepapers Navigating The Biotech Landscape: Insights Into <b>Clinical</b> <b>Trials</b>, Funding Trends, Challenges, And Transformations Amidst Covid-19 And Beyond (2023) Biotech Layoffs 2023: Evolving Landscape &amp; Funding Analysis Grasp the shifts in the biotech sector in 2023.",neutral,0.8464051485061646
41,First Patient Enrolled in Phase III Clinical Trial of Boan Biotech&#39;s ...,https://themalaysianreserve.com/2023/10/30/first-patient-enrolled-in-phase-iii-clinical-trial-of-boan-biotechs-nivolumab-injection/,"YANTAI, China, Oct. 30, 2023 /PRNewswire/ — Boan Biotech (6955.HK) announced today that the first patient in Phase III <b>clinical</b> <b>trial</b> of its Nivolumab Injection (BA1104) in China has been enrolled. BA1104 is the first biosimilar to Opdivo ® to undergo a Phase III study in China.. Nivolumab is a monoclonal antibody that can enhance the immune response of T cells against tumors by preventing ...",neutral,0.7209286689758301
42,Cerebral Palsy – Early Diagnosis and Intervention Trial: protocol for ...,https://bmcpediatr.biomedcentral.com/articles/10.1186/s12887-023-04312-7,"The current multicentre study CP-EDIT (Early Diagnosis and Intervention <b>Trial</b>) with the GO-PLAY intervention included (Goal Oriented ParentaL supported home ActivitY program), aims at testing the feasibility of an early diagnosis set-up and the GO-PLAY early intervention.",neutral,0.7863730788230896
43,"How to use the Surveillance, Epidemiology, and End Results (SEER) data ...",https://mmrjournal.biomedcentral.com/articles/10.1186/s40779-023-00488-2,"In the United States (US), the Surveillance, Epidemiology, and End Results (SEER) program is the only comprehensive source of population-based information that includes stage of cancer at the time of diagnosis and patient survival data. This program aims to provide a database about cancer incidence and survival for studies of surveillance and the development of analytical and methodological ...",neutral,0.9342285394668579
44,InfoCRG_Article №12_Adaptation of Study Materials to ... - LinkedIn,https://www.linkedin.com/pulse/infocrgarticle-12adaptation-study-materials-wsycf,CRG as a CRO has a proven track record of country-specific adaptations of Study documentation leading to <b>Clinical</b> <b>Trial</b> authorisations and having no documentation-related findings during audits ...,neutral,0.49903401732444763
45,Novel Immune Modulator Has Potential to Change Treatment ... - BioSpace,https://www.biospace.com/article/novel-immune-modulator-has-potential-to-change-treatment-approach-in-rheumatoid-arthritis-and-ulcerative-colitis/,A first-in-class <b>clinical</b> <b>trial</b> will initiate this quarter to determine if a checkpoint agonist can down-regulate activated T cells to help reduce inflammation and tissue damage in patients with moderate-to-severe ulcerative colitis (UC). ... Breaking through the “efficacy ceiling” commonly observed in UC is one of the reasons <b>researchers</b> ...,neutral,0.6090377569198608
46,Correction: A competing risk joint model for dealing with different ...,https://alzres.biomedcentral.com/articles/10.1186/s13195-023-01290-x,"Danone Nutricia <b>Research</b>, Uppsalalaan 12, 3584 CT, Utrecht, The Netherlands Floor M. van Oudenhoven &amp; Sophie H. N. Swinkels Department of Neurology, Institute of <b>Clinical</b> Medicine, University of Eastern Finland, PO Box 1627, 70211, Kuopio, Finland",neutral,0.9004889130592346
47,Localisation: Tailoring global campaigns for local success,https://pharmaphorum.com/market-access/localisation-tailoring-global-campaigns-local-success,"In short, “Global success is made up of success in local markets.”. As a conclusion, it is both pithy and pertinent. M3 is a global company, but driven by local expertise that enables it to ...",neutral,0.8481358289718628
48,"Manager, Research Enterprise and Engagement job with UNIVERSITY OF ...",https://www.timeshighereducation.com/unijobs/listing/356579/manager-research-enterprise-and-engagement/,"Manager, <b>Research</b> Enterprise and Engagement in Education, Professional Services with UNIVERSITY OF SYDNEY. ... Save <b>Clinical</b> <b>Trials</b> Coordinator, Addiction Medicine. You need to sign in or create an account to save. Send. Apply (This will open in a new window from which you will be automatically redirected to an external site after 5 seconds)",neutral,0.9467764496803284
49,"SPARC completes patient enrolment for Parkinson’s study, shares up",https://www.thehindubusinessline.com/markets/sparc-completes-patient-enrolment-for-parkinsons-study-shares-up/article67475580.ece,"Sun Pharma Advanced <b>Research</b> Company Ltd ’s shares were up by 2.93 per cent after the company announced the completion of enrolment for its global Phase 2 study, PROSEEK, which focuses on...",positive,0.9515870213508606
50,FDA’s new initiative comes at critical time for medical ... - GlobalData,https://www.globaldata.com/media/medical-devices/fdas-new-initiative-comes-critical-time-medical-innovation-ai-ml-technologies-says-globaldata/,"<b>FDA</b>’s action plan further reinforces its dedication to digital health by connecting it directly to the Digital Health Center of Excellence, which was established in September 2020. The Center’s mission is to enable partners to improve healthcare through the responsible and superior advancement of digital health innovation.",positive,0.8292055130004883
51,Novel Fault Diagnosis Method Integrating D-L2-FDA and AdaBoost - Springer,https://link.springer.com/chapter/10.1007/978-981-99-7590-7_6,"Fault <b>diagnosis</b> is a key technology to ensure the safety of industrial production, which is quite vital for the safe operation of industrial control system. Recently, data-driven fault <b>diagnosis</b> based on multivariate statistical technology has been widely studied and applied in recent years.",neutral,0.8209322094917297
52,"In industry first, GSK&#39;s PD-1 trial hits overall survival goal",https://www.fiercepharma.com/pharma/gsks-jemperli-prolongs-life-endometrial-cancer-trial-will-fda-expansion-come-next,"Jemperli’s improvement on overall survival was “statistically significant and clinically meaningful,” Hesham Abdullah, M.D., GSK’s head of oncology clinical development, told Fierce Pharma ...",positive,0.9539297223091125
53,Some Cold Medicines Don’t Work. Here’s What Doctors Recommend Instead ...,https://www.wsj.com/health/wellness/congestion-relief-cold-and-flu-alternatives-04727330,"With <b>FDA</b> advisers determining that phenylephrine is ineffective, doctors and pharmacists recommend alternatives for congestion relief. iStock. By . Jared S. Hopkins. Oct. 29, 2023 9:00 pm ET.",neutral,0.9294254183769226
54,FDA issues warnings about probiotics meant for use with premature ...,https://www.foodsafetynews.com/2023/10/fda-issues-warnings-about-probiotics-meant-for-use-with-premature-babies/,"By News Desk on October 30, 2023. The <b>FDA</b> has issued a general warning and a specific warning letter regarding the use of probiotics in pre-term infants. Some products have been linked with more ...",neutral,0.6455682516098022
55,FDA Issues Warning on Dangers of Probiotic Products for Preemie Babies,https://www.physiciansweekly.com/fda-issues-warning-on-dangers-of-probiotic-products-for-preemie-babies/,"FRIDAY, Oct. 27, 2023 (HealthDay News) -- Federal regulators have sent warning letters to two companies for illegally selling probiotic products for use in preterm infants. The U.S. Food and Drug Administration also sent a letter to health care providers warning of the risks. Probiotic products may be dangerous for preterm infants and are being",negative,0.9163881540298462
56,米FDA、感染症の恐れで点眼薬26種の購入控えるよう警告 | ロイター,https://jp.reuters.com/economy/industry/6NQCZNCBE5NVJKWWFU7NFS6VNE-2023-10-30/,米食品医薬品局（<b>FDA</b>）は27日、薬局チェーン大手CVSヘルス、医薬品卸売り大手カーディナル・ヘルスを含む複数のブランドの点眼薬について、眼 ...,neutral,0.8684610724449158
57,"Don’t purchase these eye drop products, FDA warns - Deseret News",https://www.deseret.com/2023/10/29/23937158/fda-issues-warning-against-eye-drops,"The U.S. Food and Drug Administration is warning consumers against purchasing 26 over-the-counter eye drop products. Consumers should avoid using these products due to the “potential risk of eye infections that could result in partial vision loss or blindness,” the <b>FDA</b> stated Friday.. Though no “adverse event reports” have been reported to the <b>FDA</b> so far, the regulatory agency said ...",negative,0.6491206288337708
58,Laborie completes acquisition of Urotronic for $600m,https://www.nsmedicaldevices.com/news/laborie-acquires-drug-coated-balloon-maker-urotronic/,"Last month, Laborie signed a definitive agreement to purchase Urotronic for $600m. Under the terms of the agreement, Urotronic will receive an upfront payment of $255m in cash and additional potential commercial milestone payments of up to $345m. Laborie will make an upfront cash payment of $232m and potential milestone payments of up to $314m ...",positive,0.8328379392623901
59,Fruit puree pouches recalled after elevated lead levels found in North ...,https://www.wdhn.com/news/fruit-puree-pouches-recalled-after-elevated-lead-levels-found-in-north-carolina-children-fda/,"RALEIGH, N.C. — Recalled fruit puree pouches may be to blame for elevated blood lead levels among some North Carolina children, state officials announced Saturday.The U.S. Food and Drug Administration released an advisory warning consumers not to buy or give WanaBana apple cinnamon fruit puree pouches to toddlers and young children because the product may contain elevated levels of lead.",negative,0.8846109509468079
