id,Title,URL,Description,sentiment,confidence
10,The Retail Leasing Rally Of 2023 And Why It’s Not Over - Forbes,https://www.forbes.com/sites/forbesbusinesscouncil/2023/10/25/the-retail-leasing-rally-of-2023-and-why-its-not-over/,"JLL reports that since mid-2022, <b>retail</b> construction starts have been decreasing. 11.9 million square feet of <b>retail</b> projects started during the first quarter of 2023, which is the lowest level ...",negative,0.9734655618667603
11,"Consumer, retail and leisure - KPMG UK",https://kpmg.com/uk/en/home/industries/consumer-retail-leisure.html,"<b>Consumer</b> Pulse. Joining the dots between what people say and what they do. <b>Consumer</b>, <b>retail</b> and leisure businesses face constant challenges; from regulatory changes, disruptive technologies, geo-political and macro-economic pressures; all exacerbated by constantly changing <b>consumer</b> demands.",negative,0.8208155632019043
12,"Amazon&#39;s cloud stabilizing, shoppers cautious heading into holiday season",https://www.reuters.com/business/retail-consumer/amazon-projects-holiday-quarter-revenue-below-estimates-2023-10-26/,"Oct 26 (Reuters) - Amazon.com (AMZN.O) on Thursday said growth in its cloud business is stabilizing as it signed new deals, but warned that <b>consumers</b> remained wary about spending going into the ...",negative,0.8445245027542114
13,"Amazon&#39;s playbook for happy holidays: discounts, same-day delivery ...",https://www.reuters.com/business/retail-consumer/amazons-playbook-happy-holidays-discounts-same-day-delivery-ai-2023-10-27/,"Amazon forecasts holiday-quarter revenue in the range of $160 billion and $167 billion, compared to analysts&#39; forecasts of $165.6 billion. Amazon&#39;s revenue in the fourth quarter last year was $149 ...",positive,0.4420221447944641
14,5 Reasons Why Retail Pricing Optimization is Essential in 2023,https://nykdaily.com/2023/10/5-reasons-why-retail-pricing-optimization-is-essential-in-2023/,<b>Seasonality</b> is often overlooked but crucial in <b>retail</b>. Different times of the year bring varying shopping behaviors and expectations. Understanding <b>seasonal</b> trends in your industry is vital for crafting effective pricing strategies.,neutral,0.922455370426178
15,Three tips to make the most of social selling this holiday season,https://www.retailbiz.com.au/online-retailing/three-tips-to-make-the-most-of-social-selling-this-holiday-season/,"2. Back up social ads with available stock It’s easy to understand why some <b>retail</b> brands will want to boost their social advertising in the lead up to Christmas. Social media accounted for a whopping 31.5% of total ad spend in Australia last year, a marked 11.6% increase from the year prior.",positive,0.9404219388961792
16,Consumer Goods &amp; Retail News Headlines | Reuters,https://www.reuters.com/news/archive/mnaNewsConsumerGoodsAndRetail,<b>Consumer</b> Goods &amp; <b>Retail</b> Headlines China smartphone shipments fall 5% y/y in Q3 to 66.7 mln handsets -Canalys Smartphone shipments in China fell 5% year-on-year in the third quarter to 66.7...,negative,0.9751977324485779
17,How to Prepare for the 2022 Holiday Shopping Season - businessnewsdaily.com,https://www.businessnewsdaily.com/7450-holiday-sales-kickoff-guide.html,"1. Plan and set <b>seasonal</b> goals. Planning is ongoing for every retailer, but preparation for the busiest shopping time of the year should include a detailed review of last year’s holiday sales...",neutral,0.9195846915245056
18,Canadian Consumer Confidence Hits Six-Year Low Ahead of Holiday ...,https://retail-insider.com/retail-insider/2023/10/canadian-consumer-confidence-hits-six-year-low-ahead-of-holiday-shopping-season-leger-survey-finds-interviews/,A new survey by Leger indicates <b>consumer</b> confidence in the economy and in people’s household finances continues to erode which is not <b>good</b> news for <b>retailers</b> as they head into the busiest shopping <b>season</b> of the year. Andrew Enns “Relentless affordability pressures are affecting Canadians’ view ...,negative,0.9705119132995605
19,"smartphone sales: Consumer spending on cars, smartphones, TVs and other ...",https://economictimes.indiatimes.com/industry/services/retail/consumer-spending-on-cars-smartphones-tvs-and-other-big-ticket-items-light-up-festive-sales-in-first-leg/articleshow/104683897.cms,"Kolkata | Mumbai: Discretionary spending by <b>consumers</b> on big-ticket items such as cars, smartphones, televisions, two-wheelers and household appliances is off to a flying start this festive <b>season</b>. Several brands and categories have overtaken last year&#39;s total festive period sales or are close to matching them in the first phase, which runs ...",positive,0.8577786087989807
20,"Understanding Retail: Types, Supply Chain, and the Role of Sumundi",https://www.linkedin.com/pulse/retail-eyes-developer-sumundikeepsales-ffnoe,"Published Oct 24, 2023 + Follow <b>Retail</b> <b>Retail</b> is the sale of <b>goods</b> and services from a business to a <b>consumer</b>, not for resale but for one’s own use or consumption. It handles transactions...",neutral,0.9494627714157104
21,The year ahead – retail supply chain trends in 2024.,https://internetretailing.net/the-year-ahead-retail-supply-chain-trends-in-2024/,Forward-thinking <b>retailers</b> are already stripping mileage out of <b>supply</b> <b>chains</b> – a trend that’s likely to grow in 2024 because of mounting efforts to better manage costs and carbon emissions. ASC research found that 35% of <b>retailers</b> are aiming to remove miles from their <b>supplier</b> <b>chains</b> to lower operating costs.,negative,0.6436602473258972
22,Direct-to-Retail the Next Direct-to-Consumer | Ryder Supply Chain Solutions,https://www.ryder.com/en-us/insights/blogs/supply-chain/2023/10/26/is-direct-to-retail-the-next-d2c,"Direct-to-<b>Retail</b>, often shortened to D2R, is a <b>retail</b> and <b>supply</b> <b>chain</b> strategy where manufacturers sell their products directly to brands and <b>retailers</b>, rather than traditional intermediaries like wholesalers or distributors.",neutral,0.935188889503479
23,Three Trends Across the Retail and Food &amp; Beverage Supply Chain,https://www.chrobinson.com/en/resources/blog/three-trends-across-the-retail-and-food-beverage-supply-chain/,"Three Trends Across the <b>Retail</b> and Food &amp; Beverage <b>Supply</b> <b>Chain</b> 2023-10-26 | Noah Hoffman | 5 Minute Read <b>Retailers</b> are constantly facing change. From the rise of e-commerce to the disruption of the pandemic to changing <b>consumer</b> habits, it&#39;s an industry constantly called to learn and adapt to changing market dynamics.",neutral,0.8553390502929688
24,Retail and Consumer Goods Sector Emerges as Hotspot for - GlobeNewswire,https://www.globenewswire.com/news-release/2023/10/26/2767570/28124/en/Retail-and-Consumer-Goods-Sector-Emerges-as-Hotspot-for-Global-Hyperscale-Computing-Growth.html,"Dublin, Oct. 26, 2023 (GLOBE NEWSWIRE) -- The &quot;Global Hyperscale Computing Market by Offering (Solutions and Services), Application (Cloud Computing, Big Data, IoT), Vertical (Manufacturing,...",neutral,0.7176849842071533
25,5 reasons total supply chain visibility will rule in 2024,https://deposco.com/blog/5-reasons-total-supply-chain-visibility-and-order-management-will-rule-in-2024/,"While <b>supply</b> <b>chain</b> visibility is poised to move from ‘would be nice’ to ‘price to play’ in 2024, that’s on the business side. Customers are driving the pressure for merchants to adopt transparency – both process and information. Complexity in fulfillment options is increasing at the same pace that <b>customer</b> loyalty has been falling off.",negative,0.7118489146232605
26,Supply Chain Challenges and Solutions: How Retailers Are Navigating the ...,https://www.rcs-uk.com/supply-chain-challenges-and-solutions-how-retailers-are-navigating-the-shipping-crisis/,"<b>Supply</b> <b>Chain</b> Challenges and Solutions: How <b>Retailers</b> Are Navigating the Shipping Crisis 26th October, 2023 The <b>retail</b> industry in the UK is bracing itself for a challenging holiday season, with <b>supply</b> <b>chain</b> disruptions taking center stage. As we head into November, <b>retailers</b> are faced with navigating a shipping crisis that has global implications.",neutral,0.49282702803611755
27,"CGs Strengthen Supply Chain Leadership: Under Armour, McCormick &amp; Lemon ...",https://consumergoods.com/cgs-strengthen-supply-chain-leadership-under-armour-mccormick-lemon-perfects-new-csos,"10/24/2023 Shawn Curran, CSO, Under Armour Three <b>consumer</b> <b>goods</b> companies — Under Armour, McCormick, and Lemon Perfect — are looking to strengthen their <b>supply</b> <b>chain</b> efforts, starting with changes at the top. The companies have all announced new chief <b>supply</b> <b>chain</b> officers (CSO).",positive,0.8778066039085388
28,Malaysia plans to accelerate its EV and chip sectors as supply chains ...,https://asia.nikkei.com/cms/Spotlight/Supply-Chain/Malaysia-plans-to-accelerate-its-EV-and-chip-sectors-as-supply-chains-shift,"Malaysia&#39;s trade minister, Tengku Zafrul Abdul Aziz, says the Southeast Asian nation is pushing to expand its market access and build a resilient <b>supply</b> <b>chain</b> for manufacturing sectors.",positive,0.9379405975341797
29,Retail inventories are under control ahead of holidays: NRF CEO,https://www.supplychaindive.com/news/retail-inventories-normalize-holidays-2023-NRF-CEO/697664/,"Dive Brief: <b>Retailers</b> have largely gotten their inventory under control ahead of the holiday shopping season, National <b>Retail</b> Federation CEO Matthew Shay told the press on Monday. He said inventory-to-sales ratios have normalized to pre-pandemic levels as evidence of the industry’s position. Inventories did not come up as a priority in recent ...",positive,0.771966814994812
30,From Digital Gucci To Blockchain Supply Chains: Retail&#39;s Web3 ... - Forbes,https://www.forbes.com/sites/bernardmarr/2023/10/27/from-digital-gucci-to-blockchain-supply-chains-retails-web3-revolution/,"Compared to this, the current online <b>retail</b> experience looks pretty boring. Other brands to jump on the virtual experience trend include Forever 21, Selfridges, and beauty brand Charlotte Tilbury.",neutral,0.815974771976471
31,Focus: The battery test race to work out what used EVs are really worth ...,https://www.reuters.com/business/autos-transportation/battery-test-race-work-out-what-used-evs-are-really-worth-2023-10-23/,"For Michael Willvonseder, 38, an independent battery test was essential before spending 31,000 euros ($32,820) on a 2014 seven-seater Tesla Model S with 240,000 km on it. The resident of Wiener ...",neutral,0.89736008644104
32,Efficient Global Supply Chain Management - Intellipaat,https://intellipaat.com/blog/what-is-global-supply-chain-management/,"Global <b>supply</b> <b>chain</b> management is a strategic approach to planning, implementing, and controlling the flow of materials, information, and finances across national borders to efficiently and effectively meet <b>customer</b> demands.",neutral,0.7577163577079773
33,Supply Chain Latest: Russia and China trade relationship - Bloomberg,https://www.bloomberg.com/news/newsletters/2023-10-25/supply-chain-latest-russia-and-china-trade-relationship,"So far this year, China exported $81.5 billion in <b>goods</b> to Russia, which is more than the total for all of 2022, according to data released earlier this month. Chinese imports of Russian <b>goods</b> ...",positive,0.6767560839653015
34,John Galt Solutions and enVista Announce Partnership to Accelerate ...,https://www.newswire.com/news/john-galt-solutions-and-envista-announce-partnership-to-accelerate-22156832,John Galt Solutions is a leader in <b>supply</b> <b>chain</b> planning solutions. Our market-leading Atlas Planning software empowers professionals to make better decisions faster and accelerate their digital ...,positive,0.8523007035255432
35,"MarketForce exits three markets, set to launch a social commerce ...",https://techcrunch.com/2023/10/28/marketforce-exits-three-markets/,Kenyan B2B e-commerce company MarketForce has shut down operations in three of its five markets in Africa and is in the early stages of launching a social commerce spinout.. TechCrunch has learned ...,negative,0.9083899855613708
36,Transform Your Supply Chain to Meet Consumer Demand,https://www.scmr.com/article/transform_your_supply_chain_to_meet_consumer_demand,"To upgrade your subscription account, please contact <b>customer</b> service at: Email: [email protected] Phone: 1-800-598-6067 (1-508-663-1500 x294 outside USA) Become a PLUS+ subscriber and you&#39;ll get access to all <b>Supply</b> <b>Chain</b> Management Review premium content including: Full Web Access.",neutral,0.8449090719223022
37,"Retail Information Technology news, applications and product ...",https://www.retailtechnologyreview.com/,"Oct 25, 2023 <b>Retail</b> <b>Supply</b> <b>Chain</b>, Data Capture. SymphonyAI has announced its suite of software copilots for <b>retailers</b> and CPG manufacturers, bringing powerful generative AI capabilities to its intelligent merchandising, <b>supply</b> <b>chain</b>, and store and space product suite. Comments ( 0) Read this article.",neutral,0.5803324580192566
38,Best Logistic Companies in the UK - Reviews 2023 | GoodFirms,https://www.goodfirms.co/supply-chain-logistics-companies/uk,"ACS are a UK based <b>supply</b> <b>chain</b>, logistics and freight forwarding company with investments across 3 continents, in 26 countries and with operations in over 100. Founded in 1963, ACS have grown to become the UK’s predominant international <b>supply</b> <b>chain</b> partner to the <b>retail</b> &amp; <b>consumer</b> <b>goods</b> industries ... read more about Allport Cargo Services",neutral,0.6043859124183655
39,Taocaicai: &quot;Holding&quot; Meituan - iMedia - 頭條匯,https://min.news/en/tech/e2b7562f333632772d4587d2f9357f75.html,"5. Integrate the <b>supply</b> <b>chain</b>. Before Taocaicai was led by Hou Yi, the founder of Hema Xiansheng, after being directly led by Dai Shan, a major role was to better integrate Ali&#39;s fresh and fast-moving <b>consumer</b> <b>goods</b> <b>supply</b> <b>chain</b> resources and unified planning and layout, such as RT-Mart, Hema and more. &quot;What Hou Yi can&#39;t do, it&#39;s still Dai Shan.&quot;",neutral,0.8239861130714417
40,Examples of Good Customer Service in Retail,https://smallbiztrends.com/2023/10/examples-of-good-customer-service-in-retail.html,"Share on BizSugar Even in this digital age, <b>retail</b> remains still primarily a people business. No matter the size of your business, learn from these examples. <b>Good</b> <b>customer</b> service in <b>retail</b> focuses on your customers and builds <b>customer</b> loyalty. Total Wine &amp; More: Total Expert <b>Customer</b> Service",neutral,0.8834371566772461
41,"Consumption | Determinants, Importance, Stages, Summary",https://www.carboncollective.co/sustainable-investing/consumption,"We can understand the general mood by looking at the <b>consumer</b> <b>confidence</b> index, which is a measurement of <b>consumers</b> attitudes about the present and future economic conditions. In case <b>consumers</b> are pessimistic about the future and expect inflation to be high, they will buy more <b>goods</b> or services now to avoid future price rises.",neutral,0.8914587497711182
42,Unilever Indonesia&#39;s profit plummets as consumer confidence weakens ...,https://www.thejakartapost.com/business/2023/10/26/unilever-indonesias-profit-plummets-as-consumer-confidence-weakens.html,"Net profit of the fast-moving <b>consumer</b> <b>goods</b> (FMCG) manufacturer plunged 9.2 percent to Rp 4.2 trillion over the same period, as its marketing and general expenses rose by 6.5 percent and 18.7 ...",negative,0.9713832139968872
43,ANZ-Roy Morgan Consumer Confidence up 1.8pts to 78.2,https://www.roymorgan.com/findings/9345-anz-roy-morgan-consumer-confidence-october-24,"ANZ-Roy Morgan <b>Consumer</b> <b>Confidence</b> increased 1.8pts to 78.2 this week, and has now spent 38 straight weeks below the mark of 85 – the longest streak at this <b>level</b> since 1990-91. <b>Consumer</b> <b>Confidence</b> is now 2.9pts below the same week a year ago, October 17-23, 2022 (81.1) and is now almost <b>level</b> with the 2023 weekly average of 78.1.",positive,0.8108729720115662
44,New Zealand consumer confidence lifts in Oct but households remain wary ...,https://kfgo.com/2023/10/26/new-zealand-consumer-confidence-lifts-in-oct-but-households-remain-wary-anz-survey/,"SYDNEY (Reuters) – <b>Consumer</b> <b>confidence</b> in New Zealand rose in October but more remained wary about purchasing major household <b>items</b>, the best <b>retail</b> indicator, ANZ-Roy Morgan data showed on Friday. The <b>consumer</b> <b>confidence</b> index rose to 88.1 in October from 86.4 in September. A reading above 100 ...",positive,0.9397607445716858
45,United States Consumer Confidence 1952-2023 | FX Empire,https://www.fxempire.com/macro/united-states/consumer-confidence,"The gauge measuring <b>consumer</b> expectations fell by 9.9% to 59.3, largely due to deteriorating expectations over business conditions and worries over <b>consumers</b>’ own personal finances.",negative,0.9761150479316711
46,Consumer and business confidence higher in third quarter,https://radiojamaicanewsonline.com/local/consumer-and-business-confidence-higher-in-third-quarter,"The <b>Consumer</b> <b>Confidence</b> Index returned to 161 points reflecting an upward shift of 2.1 percentage points. This does not necessarily indicate that <b>consumers</b> have regained the <b>confidence</b>, but it does indicate that <b>confidence</b> has stabilised at around 160 points over the last two years,&quot; he explained.",positive,0.9227176308631897
47,Consumer and retail - KPMG Canada,https://kpmg.com/ca/en/home/industries/consumer-and-retail.html,"<b>Consumer</b> and <b>retail</b>. Changing demographics, shifts in <b>consumer</b> preferences, technological advances, and globalization are pushing <b>consumer</b> and <b>retail</b> organizations to cut costs, offer more value, and provide better <b>customer</b> service.",positive,0.9261144995689392
48,The future of the consumer industry: Buying into better,https://www2.deloitte.com/us/en/pages/consumer-business/articles/future-of-consumer-industry.html,"Forward-thinking <b>consumer</b> organizations should act with agency and take on bold decisions concerning markets, models, and mechanics to be a valued brand of tomorrow. Ultimately, we will all need to buy into better. Kasey Lobaugh, Principal, Chief Futurist US <b>Consumer</b> Industry Hear from our leader",neutral,0.7783474326133728
49,Consumer confidence dips to Great Recession level,https://charlestonbusiness.com/news/uncategorized/84174/,<b>Consumer</b> sentiment today is far below the pandemic-induced recession <b>level</b> of 2020 and roughly where it was at the low-point of the 2008-09 so-called Great Recession — the longest and deepest recession since the depression in the 1930s. One wonders why <b>consumers</b> are so discouraged.,negative,0.9706874489784241
50,Investor confidence index | State Street,https://www.statestreet.com/us/en/asset-manager/insights/investor-confidence-index,"When <b>confidence</b> increases, <b>consumers</b> and investors want to buy <b>consumer</b> <b>goods</b>, durables and invest at prevailing prices. When <b>confidence</b> decreases, spending and risk-taking tend to fall. Investors are said to be <b>confident</b> when the news about the future is <b>good</b> and stock prices are rising.",negative,0.7978827357292175
51,"<b>Consumer</b>, <b>retail</b> and leisure - KPMG UK",https://kpmg.com/uk/en/home/industries/consumer-retail-leisure.html,"Navigate complexity to transform your business for growth. Protect your business and your customers for growth with <b>confidence</b>. Remove any hiccups or congestion from your supply chain for a seamless <b>consumer</b> experience. Find, implement, and integrate opportunities to fuel business growth.",neutral,0.7745130658149719
52,Consumer confidence in Germany at its lowest since April - Breaking ...,https://newsrnd.com/life/2023-10-24-consumer-confidence-in-germany-at-its-lowest-since-april---breaking-hour.rJNjtkgBM6.html,"German <b>consumer</b> <b>confidence</b> in the economy, as measured by the German <b>Consumer</b> Climate (Gfk) index, is at a low of -28.1 points from -26.7, the lowest <b>level</b> since April and well below the long-term average of the survey. (ANSA). (ANSA)",negative,0.9700731039047241
53,Economic Calendar - FXStreet,https://www.fxstreet.com/economic-calendar,"The real-time Economic Calendar covers economic events and indicators from around the world, including the US, the UK, Canada and Australia, and is automatically updated when new data is released.",neutral,0.949313223361969
54,<b>Thailand Consumer Confidence Index</b> | Economic Indicators | CEIC - CEIC Data,https://www.ceicdata.com/en/thailand/consumer-confidence-index-chamber-of-commerce/consumer-confidence-index,"<b>Thailand Consumer Confidence Index</b> data was reported at 56.900 Point in Aug 2023. This records an increase from the previous number of 55.600 Point for Jul 2023. <b>Thailand Consumer Confidence Index</b> data is updated monthly, averaging 77.300 Point from Oct 1998 to Aug 2023, with 299 observations.",positive,0.9228417873382568
55,Monthly consumer confidence survey | Insee,https://www.insee.fr/en/metadonnees/source/serie/s1208,"The aim of this <b>consumer</b> survey, named CAMME in France, is to collect information on <b>consumer</b> behaviour and expectations in terms of expenditure attitudes and savings. This survey is carried out each month by the Member States of the European Union.",neutral,0.9333670139312744
56,New Zealand Westpac Consumer Sentiment - Investing.com,https://www.investing.com/economic-calendar/westpac-consumer-sentiment-357/,"The Westpac <b>Consumer</b> Sentiment Index measures the change in the <b>level</b> of <b>consumer</b> <b>confidence</b> in economic activity. On the index, a <b>level</b> above 100.0 indicates optimism, below indicates...",neutral,0.6326757073402405
57,Consumer Goods &amp; Retail News Headlines | Reuters,https://www.reuters.com/news/archive/mnaNewsConsumerGoodsAndRetail,<b>Consumer Goods &amp; Retail</b> News Headlines | Reuters <b>Consumer</b> <b>Goods</b> &amp; <b>Retail</b> Headlines China smartphone shipments fall 5% y/y in Q3 to 66.7 mln handsets -Canalys Smartphone shipments in China...,negative,0.9743313193321228
58,FCA outcomes and metrics | FCA - Financial Conduct Authority,https://www.fca.org.uk/data/fca-outcomes-metrics,"Metric CCO1-M01: Increase in the proportion of <b>consumers</b> who have <b>confidence</b> in the UK financial services industry. This FLS metric provides an indicator of the <b>level</b> of <b>consumer</b> <b>confidence</b> in the UK financial services industry. Baseline value: 41% of <b>consumers</b> (2020) (35% vulnerable <b>consumers</b>, 47% not vulnerable <b>consumers</b>)",positive,0.9200888276100159
59,Dow Jones U.S. Consumer Goods Index,https://www.spglobal.com/spdji/en/indices/equity/dow-jones-us-consumer-goods-index/,"The index, a member of the Dow Jones Global Indices® family, is designed to measure the stock performance of U.S. companies in the <b>consumer</b> <b>goods</b> industry. Dow Jones U.S. <b>Consumer</b> <b>Goods</b> Index | S&amp;P Dow Jones Indices",neutral,0.8945368528366089
60,Australia September retail sales climb at fastest pace in eight months ...,https://www.reuters.com/markets/australia-retail-sales-rise-09-sept-beat-forecasts-2023-10-30/,"Australian <b>retail</b> <b>sales</b> rose at the fastest pace in eight months in September, suggesting some resilience in <b>consumer</b> spending which would add to the case for an interest rate hike as soon as next ...",positive,0.9426924586296082
61,"smartphone sales: Consumer spending on cars, smartphones, TVs and other ...",https://economictimes.indiatimes.com/industry/services/retail/consumer-spending-on-cars-smartphones-tvs-and-other-big-ticket-items-light-up-festive-sales-in-first-leg/articleshow/104683897.cms,"<b>Consumer</b> spending on cars, smartphones, TVs and other big-ticket <b>items</b> light up festive <b>sales</b> in first leg By Writankar Mukherjee &amp; Shally Mohile , ET Bureau Last Updated: Oct 25, 2023, 07:06 AM IST Share Font Size Save Print Comment Synopsis The first phase accounts for 40-50% of total festive <b>sales</b>.",neutral,0.8402010798454285
62,"Price rises slow, but Unilever and others struggle to win shoppers back",https://www.reuters.com/business/retail-consumer/price-rises-slow-unilever-others-struggle-win-shoppers-back-2023-10-26/,"LONDON, Oct 26 (Reuters) - Packaged <b>goods</b> makers including Unilever (ULVR.L) and Nestle (NESN.S) disappointed investors with weak third-quarter <b>sales</b> volumes, but that could change in the coming ...",negative,0.9344191551208496
63,"Director,Women&#39;s Health Consumer Sales - Retail and E-Commerce ...",https://www.learn4good.com/jobs/salt-lake-city/utah/sales/2664588916/e/,"* 10+ years of experience in <b>retail</b>/<b>consumer</b> <b>sales</b>, <b>sales</b> strategy and/or <b>sales</b> management in medical or healthcare <b>consumer</b> products * Experienced leader with an outstanding reputation for strategic business judgment, leadership skills and integrity, with the ability to accomplish goals in a timely, productive, and fiscally responsible manner.",positive,0.8379548788070679
64,The Future of Retail Is in Immersive Real-Time 3D Experiences,https://www.entrepreneur.com/science-technology/the-future-of-retail-is-in-immersive-real-time-3d/464456,"By Madeline Garfinkle <b>Retailers</b>, <b>consumer</b> <b>goods</b> companies, and customers can benefit from the heightened, streamlined experiences offered through real-time 3D.",neutral,0.7911404967308044
65,Australian Retail Sales Much Stronger Than Expected in September,https://www.wsj.com/economy/central-banking/australian-retail-sales-much-stronger-than-expected-in-september-405ccf6e,"Photo: Brent Lewin/Bloomberg News. SYDNEY—Australian <b>retail</b> <b>sales</b> surged in September as <b>consumers</b> flocked to the shops, and the sharp increase could argue in favor of a further interest-rate ...",positive,0.9394662976264954
66,Reckitt sweetens drop in sales volumes with $1.2 bln buyback,https://www.reuters.com/business/retail-consumer/reckitt-posts-34-rise-quarterly-like-for-like-sales-2023-10-25/?ref=biztoc.com,"To buy back 1 bln stg of shares over next 12 months. Shares down 2.3%. LONDON, Oct 25 (Reuters) - Reckitt (RKT.L), maker of Dettol and Lysol cleaning products, on Wednesday missed third-quarter ...",negative,0.9754369854927063
67,Amazon sidesteps consumer woes with help from side businesses | Retail Dive,https://www.retaildive.com/news/amazon-q3-growth-advertising-expense-cuts/698048/,"Thanks to cost-containment efforts, fulfillment improvements and its summer Prime Day <b>sale</b>, Amazon on Thursday reported Q3 gains in both its online (up 7.1% to $57.3 billion) and physical store ...",positive,0.9533402919769287
68,JB Hi-Fi first-quarter sales fall; Good Guys tumbles,https://www.afr.com/companies/retail/jb-hi-fi-first-quarter-sales-fall-good-guys-tumbles-20231025-p5eezl,"JB Hi-Fi boss Terry Smart says first-quarter <b>sales</b> are trading in line with expectations, trending softer at its Australian electronics stores and sinking 12.2 per cent at white <b>goods</b> retailer The ...",negative,0.9748616218566895
69,Prices Hikes Hurt Unilever&#39;s Ice Cream Sales - The Wall Street Journal,https://www.wsj.com/livecoverage/stock-market-today-dow-jones-10-26-2023/card/prices-hikes-hurt-unilever-s-ice-cream-sales-qVmIIPgua2tw86Rv68bi,The <b>consumer</b> <b>goods</b> giant said <b>sales</b> volumes in its ice cream business dropped 10.1% in the third quarter as an 8.2% rise in prices prompted some U.S. <b>consumers</b> to trade down to cheaper store brands.,negative,0.9751110076904297
70,Carrefour Q3 sales growth slows as inflation falls | Reuters,https://www.reuters.com/business/retail-consumer/retailer-carrefour-confident-over-year-end-even-q3-sales-growth-slows-2023-10-25/,"<b>Retail</b> &amp; <b>Consumer</b> Carrefour Q3 <b>sales</b> growth slows as inflation falls By Dominique Vidalon and Helen Reid October 25, 202310:34 AM PDTUpdated 3 days ago [1/2]A <b>customer</b> pushes a shopping...",negative,0.8045032024383545
