id,Title,URL,Description,sentiment,confidence
20,Learn with ETMarkets: How does monetary policy easing impact gold investments? - The Economic Times,https://economictimes.indiatimes.com/markets/commodities/news/learn-with-etmarkets-how-does-monetary-policy-easing-impact-gold-investments/articleshow/104794139.cms,"<b>Monetary</b> <b>policy</b> plays a crucial role in influencing the performance of various financial assets, and gold is no exception. Gold has historically thrived during times of economic uncertainty, and one of the key drivers of its value is the prevailing <b>monetary</b> <b>policy</b>.",neutral,0.826913058757782
21,Monetary policy decisions - European Central Bank,https://www.ecb.europa.eu/press/pr/date/2023/html/ecb.mp231026~6028cea576.en.html,"<b>Monetary</b> <b>policy</b> decisions 26 October 2023 The Governing Council today decided to keep the three key ECB interest rates unchanged. The incoming information has broadly confirmed its previous assessment of the medium-term inflation outlook. Inflation is still expected to stay too high for too long, and domestic price pressures remain strong.",negative,0.6433669328689575
22,Hong Kong Monetary Authority - HKMA publishes the “e-HKD Pilot Programme Phase 1 Report”,https://www.hkma.gov.hk/eng/news-and-media/press-releases/2023/10/20231030-3/,"The Hong Kong <b>Monetary</b> Authority (HKMA) today (30 October) published the “e-HKD Pilot Programme Phase 1 Report” to discuss the key findings, learnings, and the HKMA’s assessment of 14 pilots conducted by the 16 participating firms (see Annex) under Phase 1 of the e-HKD Pilot Programme. The report also sets out the next steps of the e-HKD ...",neutral,0.940710186958313
23,"Japan monetary policy: BOJ tools include YCC, bond buying, interest rates - CNBC",https://www.cnbc.com/2023/10/27/japan-monetary-policy-boj-tools-include-ycc-bond-buying-interest-rates.html,The BOJ’s <b>monetary</b> <b>policy</b> is complex and multi-faceted due to the various quantitative easing tools it has used to reflate the world’s third-largest economy in the last three decades. Its...,neutral,0.8983333706855774
24,Singapore Central Bank Chief Unfazed by Suddenly Hawkish Peers,https://www.bloomberg.com/news/articles/2023-10-29/singapore-central-bank-chief-unfazed-by-suddenly-hawkish-peers,"Singapore’s <b>monetary</b> <b>policy</b> “remains appropriately tight,” according to the city state’s central bank chief Ravi Menon who signaled that authorities aren’t necessarily under pressure to do more...",negative,0.8246501088142395
25,"Morning Bid: Calm before policy, data storm | Reuters",https://www.reuters.com/markets/asia/global-markets-view-asia-graphics-pix-2023-10-29/,"<b>Monetary</b> <b>policy</b> decisions from Japan and Malaysia, purchasing managers index reports from all over Asia, inflation data from South Korea, Indonesia and Vietnam, and GDP growth figures from...",neutral,0.6209390163421631
26,Pound Sterling remains calm as focus shifts to BoE monetary policy meeting,https://www.fxstreet.com/news/pound-sterling-trades-quiet-as-investors-await-boe-policy-decision-202310300728,"The Pound Sterling is stuck in a tight range around 1.2120 as investors shift focus to the <b>monetary</b> <b>policy</b> meeting by the Bank of England, which will be announced on November 2.",negative,0.9265962243080139
27,"The Week Ahead: Monetary Policy in Focus with the BoJ, the Fed, and the BoE in Action - FX Empire",https://www.fxempire.com/news/article/the-week-ahead-monetary-policy-in-focus-with-the-boj-the-fed-and-the-boe-in-action-1384582,"The Bank of Japan, the Fed, and the Bank of England deliver <b>monetary</b> <b>policy</b> decisions this week. US labor market numbers and service sector PMI figures could influence the Fed rate path.",neutral,0.7021432518959045
28,MAS’ Ravi Menon unfazed by suddenly hawkish peers - 商业时报,https://www.businesstimes.com.sg/singapore/mas-ravi-menon-unfazed-suddenly-hawkish-peers,"SINGAPORE’S <b>monetary</b> <b>policy</b> “remains appropriately tight”, according to the city state’s central bank chief Ravi Menon who signalled that authorities are not necessarily under pressure to do more even as regional peers turn hawkish. <b>Policy</b>makers in the Philippines and Indonesia this month delivered surprise rate hikes to prop up their ...",negative,0.49460485577583313
29,Hungary continues loosening as inflation falls towards 10%,https://www.centralbanking.com/central-banks/monetary-policy/monetary-policy-decisions/7960043/hungary-continues-loosening-as-inflation-falls-towards-10,"The Central Bank of Hungary (MNB) continued relaxing its <b>monetary</b> <b>policy</b>, reducing its base rate by 75 basis points, to 12.25%, at its monthly <b>policy</b> decision yesterday (October 24). It also reduced its overnight deposit rate and its overnight collateralised lending rate by the same degree, to 11.25% and 13.25% respectively.",negative,0.9441859722137451
30,"Interest rate rises caused sharp drop in UK household wealth, report finds | Interest rates - The Guardian",https://www.theguardian.com/business/2023/oct/30/interest-rate-rises-caused-sharp-drop-in-uk-household-wealth-report-finds,"Interest <b>rates</b> <b>Interest rate</b> rises caused sharp drop in UK household wealth, report finds Resolution Foundation says higher interest <b>rates</b> have led to a fall in house prices and pension pots...",negative,0.962265133857727
31,Stock market today: Asian shares slip after S&amp;P 500 slips ahead of Fed interest rate decision,https://abcnews.go.com/Business/wireStory/stock-market-today-asian-shares-slip-after-sp-104470615,The Associated Press HONG KONG -- Asian shares were mostly lower on Monday ahead of a Federal Reserve decision this week on <b>interest</b> <b>rates</b>. U.S. futures gained while oil prices fell more than $1 a barrel. as concerns over an escalation of the Israel-Hamas war added to uncertainty over supplies.,negative,0.9680160284042358
32,HSBC unveils $3bn in share buybacks despite lower than expected profits - Financial Times,https://www.ft.com/content/9e51d7bb-8574-4202-9be3-40204bbfc770,"Standard Chartered PLC Standard Chartered shares tumble after China exposure hits profits HSBC announced revenues of $16.2bn, in line with analysts’ expectations and above its $11.5bn revenues a...",positive,0.6609985828399658
33,Stock market today: Asian shares slip after S&amp;P 500 slips ahead of Fed interest rate decision | AP News - Associated Press News,https://apnews.com/article/stock-markets-oil-war-rates-treasury-0eca785717b3e8564611cd79966ac4ec,"Read More By ZIMO ZHONG Updated 10:07 PM PDT, October 29, 2023 HONG KONG (AP) — Asian shares were mostly lower on Monday ahead of a Federal Reserve decision this week on <b>interest</b> <b>rates</b>. U.S. futures gained while oil prices fell more than $1 a barrel. as concerns over an escalation of the Israel-Hamas war added to uncertainty over supplies.",negative,0.9685425162315369
34,Stock market today: Asian shares mixed after S&amp;P 500 slips ahead of Fed interest rate decision,https://wtop.com/world/2023/10/stock-market-today-asian-shares-slip-after-sp-500-slips-ahead-of-fed-interest-rate-decision/,HONG KONG (AP) — Asian shares were mixed on Monday ahead of a Federal Reserve decision this week on <b>interest</b> <b>rates</b>. U.S. futures gained while oil prices fell more than $1 a barrel.,negative,0.9330463409423828
35,"ECB Is Finished With Rate Hikes ‘for Now,’ Vujcic Says",https://www.bloomberg.com/news/articles/2023-10-29/ecb-is-finished-with-rate-hikes-for-now-vujcic-tells-hrt1,"1:40 The European Central Bank is done with <b>interest-rate</b> increases for the time being, Governing Council member Boris Vujcic said. “We have finished with the process of raising interest <b>rates</b>...",neutral,0.6732268929481506
36,Buying a house? These 6 banks offer lowest home loan interest rates,https://www.livemint.com/money/personal-finance/buying-a-house-these-6-banks-offer-lowest-home-loan-interest-rates-11698506781793.html,"MintGenie Buying a house? These 6 banks offer lowest home loan <b>interest</b> <b>rates</b> 2 min read 30 Oct 2023, 10:59 AM IST Join us MintGenie Team Most lenders offer loans at low <b>interest</b> <b>rates</b> to...",neutral,0.8404015302658081
37,Australia’s surprisingly strong retail sales fuel rate hike bets - 商业时报,https://www.businesstimes.com.sg/international/australias-surprisingly-strong-retail-sales-fuel-rate-hike-bets,"Published Mon, Oct 30, 2023 · 10:40 am The RBA is now widely expected to raise <b>interest</b> <b>rates</b> at its Nov 7 meeting after third-quarter inflation came in higher than expected last week PHOTO: REUTERS Australia",positive,0.9213770031929016
38,RBA interest rates: NAB backflips on home loan payments,https://www.afr.com/companies/financial-services/nab-backflips-on-home-loan-payments-20230913-p5e4dh,"$28.400 0.71% 1 year 1 day Oct 22 May 23 Oct 23 25.000 30.000 35.000 11.00am 4.10pm 28.200 Updated: Oct 29, 2023 – 12.42pm Data is 20 mins delayed. related articles He and his wife intentionally...",neutral,0.7976273894309998
39,Landlords pay off millions in mortgage debt to slash interest bills - The Telegraph,https://www.telegraph.co.uk/business/2023/10/29/landlords-pay-off-millions-mortgage-debt-cut-interest-bills/,Higher <b>rates</b> are also fuelling a broader exodus from the rental market Landlords are paying off millions of pounds in mortgage debt in a bid to reduce rising <b>interest</b> bills. Over the past nine ...,negative,0.8974347710609436
40,"Singapore stands firm on inflation – as Philippines, Indonesia start to sweat - South China Morning Post",https://www.scmp.com/news/asia/southeast-asia/article/3239621/singapore-stands-firm-inflation-philippines-indonesia-start-sweat,"Singapore’s monetary policy “remains appropriately tight” with the MAS’s closely-watched core <b>inflation</b> gauge expected to hit 2.5 per cent to 3 per cent at the year end, he said.",negative,0.6670637726783752
41,BoE expected to leave rates unchanged as inflation remains strong - Financial Times,https://www.ft.com/content/2b0dcf95-b4ee-4eee-ad39-a7f5f3fbed3e,"The BoE held its benchmark rate at 5.25 per cent in its September meeting after an unexpectedly weak <b>inflation</b> reading the previous day. Andrew Goodwin, chief UK economist at consultancy Oxford ...",negative,0.7964437007904053
42,Does Strong Growth Fuel Inflation? Fed Debates Whether Old Model Still Applies - WSJ - The Wall Street Journal,https://www.wsj.com/economy/central-banking/does-strong-growth-fuel-inflation-fed-debates-whether-old-model-still-applies-a9e3cdbc,that central bankers don’t think it can sustain much longer: revving up activity and at the same time slowing <b>inflation</b>. It has set off a debate within the central bank about how closely it ...,negative,0.8144612312316895
43,Singapore Warns of Global Rate Tightening on Inflation Risk,https://www.bloomberg.com/news/articles/2023-10-30/singapore-warns-of-global-tightening-risk-on-inflation-surprise,"October 29, 2023 at 9:44 PM PDT. Singapore ’s central bank said a resurgence in global food and oil prices could mount pressure on monetary authorities globally to further tighten their policies ...",negative,0.930880606174469
44,IMF projects global growth to slow to 2.9% in 2024,https://www.livemint.com/economy/imf-projects-global-growth-to-slow-to-2-9-in-2024-amid-economic-slowdown-11698639803177.html,"<b>Inflation</b> Trends The report highlights that global <b>inflation</b> is expected to gradually decrease, declining from 8.7 percent in 2022, to 6.9 percent in 2023, and 5.8 percent in 2024.",negative,0.9730365872383118
45,Inflation in Singapore has eased but MAS &#39;not declaring victory yet&#39;: Central bank chief,https://www.channelnewsasia.com/business/mas-not-declaring-victory-yet-inflation-singapore-ravi-menon-3880071,"To rein in <b>inflation</b>, MAS tightened monetary policy five times in 12 months, including two off-cycle moves in January and July 2022. This year, the central bank has opted to stand pat at both its ...",negative,0.3973681926727295
46,Singapore warns of global rate tightening on inflation risk,https://www.freemalaysiatoday.com/category/business/2023/10/30/singapore-warns-of-global-rate-tightening-on-inflation-risk/,Singapore warns of global rate tightening on <b>inflation</b> risk. A resurgence in food prices and oil nearing US$100 a barrel is pressuring central banks worldwide. El Nino’s supply-side shocks and ...,negative,0.9140561819076538
47,The Fed Can’t Manage Inflation Without Knowing Why It Happens - Forbes,https://www.forbes.com/sites/eriksherman/2023/10/30/the-fed-cant-manage-inflation-without-knowing-why-it-happens/,"11, 2019. - Powell said Wednesday he would want to see a &quot;significant&quot; and &quot;persistent&quot; <b>inflation</b> rise before he would raise rates to clamp down on prices. For now, the Fed&#39;s benchmark interest ...",neutral,0.8302836418151855
48,How the Fed is using its multi-trillion-dollar balance sheet to fight inflation | CNN Business - CNN International,https://edition.cnn.com/2023/10/29/economy/stocks-week-ahead-fed-balance-sheet/,"Washington, DC CNN —. The Fed’s fight against <b>inflation</b> is about to enter a new phase, but the central bank’s enormous balance sheet will continue to play a key role. Over the span of about ...",neutral,0.5326412320137024
49,<b>Inflation</b> in the US: What is ‘skimpflation’ and how does it affect consumers?,https://en.as.com/latest_news/inflation-in-the-us-what-is-skimpflation-and-how-does-it-affect-consumers-n/,"ERIC GAILLARDREUTERS. ‘Skimpflation’, also known as ‘shrinkflation,’ is a term used to describe a situation where companies respond to <b>inflation</b> by reducing the quantity of the products ...",negative,0.6315882802009583
50,Q4 Stronger Monetary Policy Needed To Adjust Liquidity,https://marketnews.com/q4-stronger-monetary-policy-needed-to-adjust-liquidity,"Oct 29, 2023 - 6:06 PM Q4 Stronger Monetary Policy Needed To Adjust Liquidity CHINA PRESS Authorities must use monetary policy in Q4 to deal with tighter liquidity caused by the planned CNY1 trillion treasury bond issuance, according to Zhong Zhengsheng, chief economist at Ping An Securities.",positive,0.7579533457756042
51,"Fed, Geopolitics Threaten Dollar’s Seasonal Year-End Slump - Bloomberg",https://www.bloomberg.com/news/articles/2023-10-29/dollar-bears-should-beware-betting-on-a-seasonal-year-end-slump,"Dollar Bears Should Beware Betting on a Seasonal Year-End Slump. A trend of year-end weakness in the greenback may fail to rescue dollar bears, given the current economic and geopolitical ...",negative,0.9388617873191833
52,Stock market today: Asian shares mixed after S&amp;P 500 slips ahead of Fed interest rate decision,https://wtop.com/world/2023/10/stock-market-today-asian-shares-slip-after-sp-500-slips-ahead-of-fed-interest-rate-decision/,HONG KONG (AP) — Asian shares were mixed on Monday ahead of a Federal <b>Reserve</b> decision this week on interest rates. U.S. futures gained while oil prices fell more than $1 a barrel.,negative,0.9182682037353516
53,The Fed Can’t Manage Inflation Without Knowing Why It Happens - Forbes,https://www.forbes.com/sites/eriksherman/2023/10/30/the-fed-cant-manage-inflation-without-knowing-why-it-happens/,"The first point is that while the Fed’s strategies are supposed to focus on two main metrics — “maximum employment” and “stable prices,” that is low unemployment and about 2% inflation ...",neutral,0.868238091468811
54,US Treasury seen boosting auction sizes as budget deficit worsens,https://www.reuters.com/article/usa-bonds-refunding/preview-us-treasury-seen-boosting-auction-sizes-as-budget-deficit-worsens-idUSL1N3BW2QK,"By Gertrude Chavez-Dreyfuss 4 Min Read NEW YORK (Reuters) - The U.S. Treasury is likely to boost the size of auctions for bills, notes, and bonds in the fourth quarter when it announces its...",positive,0.9469552636146545
55,Stock market today: Asian shares slip after S&amp;P 500 slips ahead of Fed interest rate decision | AP News - Associated Press News,https://apnews.com/article/stock-markets-oil-war-rates-treasury-0eca785717b3e8564611cd79966ac4ec,"2 of 4 | Currency traders work at the foreign exchange dealing room of the KEB Hana Bank headquarters in Seoul, South Korea, Monday, Oct. 30, 2023. Asian shares were mostly lower on Monday ahead of a Federal <b>Reserve</b> decision this week on interest rates.",negative,0.9731147289276123
56,Reserve Bank warns Kiwi mortgage holders are particularly exposed to interest rate changes - NZ Herald,https://www.nzherald.co.nz/business/reserve-bank-warns-kiwi-mortgage-holders-are-particularly-exposed-to-interest-rate-changes/CFA2247JING6JODOIUOVL33NPI/,"<b>Reserve</b> Bank: For every $100 of disposable income New Zealand households have, they have about $170 of debt. Photo / Mark Mitchell The <b>Reserve</b> Bank of New Zealand (RBNZ) says the country’s ...",neutral,0.8156601786613464
57,Qantas ‘didn’t make cancellations money’; Make 16pc a year; Home sells $2.6m over reserve - Financial Review,https://www.afr.com/world/middle-east/qantas-didn-t-make-cancellations-money-make-16pc-a-year-home-sells-2-6m-over-reserve-20231030-p5eg2f,"oldest Australian activist investors tells Chanticleer how it makes money, and a house in south-west Sydney with a <b>reserve</b> price of $2 million sells for $4.6 million. Making news ASX extends year ...",neutral,0.9097598195075989
58,Spending surges three times higher than forecast as interest rate pain looms ahead of Reserve Bank’s Melbourne Cup day meeting - Sky News Australia,https://www.skynews.com.au/business/spending-surges-three-times-higher-than-forecast-as-interest-rate-pain-looms-ahead-of-reserve-banks-melbourne-cup-day-meeting/news-story/798df211ebeb96f99daf31158933e0d3,"Retail spending surged in September, again increasing the likelihood of an interest rate rise following the <b>Reserve</b> Bank&#39;s meeting on November 7. &quot;The warmer-than-usual start to spring lifted ...",positive,0.9440004825592041
59,Australia’s surprisingly strong retail sales fuel rate hike bets - 商业时报,https://www.businesstimes.com.sg/international/australias-surprisingly-strong-retail-sales-fuel-rate-hike-bets,"Australia. AUSTRALIAN retail sales surpassed expectations in September, an outcome that will likely boost the <b>Reserve</b> Bank of Australia’s (RBA) confidence that the economy can withstand further interest rate hikes. Sales advanced 0.9 per cent from a month earlier, far exceeding estimates for a 0.3 per cent rise, Australian Bureau of ...",positive,0.9505264759063721
60,"Israel-Hamas war latest: Troops advance in Gaza, ‘impossible’ hospital evacuation and regional warnings | CNN",https://edition.cnn.com/2023/10/30/middleeast/israel-ground-operations-gaza-latest-monday-intl-hnk/index.html,"The country was prepared for a “long and difficult” <b>war</b>, Israeli Prime Minister Benjamin Netanyahu said Saturday, as it seeks to root out and “destroy” Hamas after its October 7 attack on ...",negative,0.6788924336433411
61,Israel-Hamas war live updates: latest news on Gaza conflict - CNBC,https://www.cnbc.com/2023/10/30/israel-hamas-war-live-updates-latest-news-on-gaza-conflict.html,This is CNBC&#39;s live blog tracking developments on the Israel-Hamas <b>war</b>. See below for the latest updates. Israeli defense forces said Monday it expanded its ground incursion into Gaza overnight ...,neutral,0.7081390619277954
62,China War Veteran Blasts US as Troublemaker at Top Defense Forum,https://www.bloomberg.com/news/articles/2023-10-30/china-war-veteran-blasts-us-as-troublemaker-at-top-defense-forum,"October 29, 2023 at 7:52 PM PDT. Listen. 4:37. China accused the US of stoking global unrest as it opened its premier military forum, casting President Xi Jinping as a force for stability in an ...",negative,0.779779851436615
63,Russia&#39;s Shoigu accuses West of seeking to expand Ukraine war to Asia-Pacific,https://www.channelnewsasia.com/world/russia-defence-minister-shoigu-us-expand-ukraine-conflict-asia-pacific-korea-japan-3882511,"BEIJING: Russian Defence Minister Sergei Shoigu said the West wants to expand the conflict in Ukraine to the Asia-Pacific region, Russian state media reported, citing comments made at a Beijing ...",negative,0.4452265202999115
64,Hamas and Israel at war: what we know on day 24 - The Guardian,https://www.theguardian.com/world/2023/oct/30/hamas-and-israel-at-war-what-we-know-on-day-24,"Israeli civilian and military officials have said their plan for the end of the Gaza <b>war</b> is to have some form of transitional authority rule the territory, perhaps involving Arab states. Israel ...",neutral,0.8854801058769226
65,The world will see this as Biden’s war - Vox,https://www.vox.com/2023/10/29/23937303/world-will-see-gaza-incursion-as-bidens-war,Why the world sees this as Biden’s <b>war</b> The perception of US support for Israel has been built over a half-century of substantial American military and diplomatic backing. The United States has ...,neutral,0.6416134834289551
66,Will the Israel-Hamas war become a regional conflict? Here are 4 countries that could be pivotal - The Conversation,https://theconversation.com/will-the-israel-hamas-war-become-a-regional-conflict-here-are-4-countries-that-could-be-pivotal-216448,Political protest in Syria in 2011 led to civil <b>war</b> between President Bashar al-Assad’s regime and rebel groups. Assad depended on Iranian and Russian military support to maintain his grip on power.,negative,0.6438475251197815
67,List of ongoing armed conflicts - Wikipedia,https://en.wikipedia.org/wiki/List_of_ongoing_armed_conflicts,"List of ongoing armed conflicts. Map of ongoing armed conflicts (number of combat-related deaths in current or past year): Major wars (10,000 or more) Wars (1,000–9,999) Minor conflicts (100–999) Skirmishes and clashes (1–99) The following is a list of ongoing armed conflicts that are taking place around the world.",neutral,0.7766916155815125
68,Israel pounds Gaza from air and land - The Washington Post,https://www.washingtonpost.com/world/2023/10/29/israel-gaza-war-communication-blackout/,"7 min. KHAN YOUNIS, Gaza Strip — Israel expanded its ground and air assault on Gaza Sunday, pummeling the north in what residents said was among the worst bombardments of the <b>war</b> as they ...",negative,0.7151610255241394
69,Israel-Palestine war | Israel PM Netanyahu says fighting in Gaza will be &quot;Long and difficult,https://www.wionews.com/videos/israel-palestine-war-israel-pm-netanyahu-says-fighting-in-gaza-will-be-long-and-difficult-652588,"Israel&#39;s <b>war</b> on Gaza militants will be &quot;long and difficult&quot;, Prime Minister Benjamin Netanyahu warned Saturday as Hamas demanded the release of all Palestinian prisoners in exchange for the hostages it seized three weeks ago. These cookies are necessary for the website to function and cannot be ...",negative,0.4843507409095764
70,陳茂波：第三季GDP預估數字較預期慢 - 20231030 - 要聞 - 每日明報 - 明報新聞網,https://news.mingpao.com/pns/%E8%A6%81%E8%81%9E/article/20231030/s00001/1698602250975/%E9%99%B3%E8%8C%82%E6%B3%A2-%E7%AC%AC%E4%B8%89%E5%AD%A3gdp%E9%A0%90%E4%BC%B0%E6%95%B8%E5%AD%97%E8%BC%83%E9%A0%90%E6%9C%9F%E6%85%A2,【明報專訊】本港經濟復蘇速度遜預期，財政司長陳茂波昨日在網誌表示，第三季本地生產總值（<b>gdp</b>）預估數字較預期慢，受外圍環境影響會令本港經濟繼續受壓。特首李家超昨被問到全年<b>gdp</b>能否如預期增長5%，承認面對很大挑戰和壓力。經濟學者關焯照指出，本港消費力疲弱、市民北上消費及外遊 ...,neutral,0.858138918876648
71,"Morning Bid: Calm before policy, data storm | Reuters",https://www.reuters.com/markets/asia/global-markets-view-asia-graphics-pix-2023-10-29/,"Monetary-policy decisions, inflation data, purchasing-manager indices and <b>GDP</b> growth figures will roll in across Asia.",neutral,0.7509943246841431
